Freq.	V(out)*15.4882
1.46502258576486e+000	(-6.61612873938963e-003dB,1.68832730865051e-002°)
2.93004517152972e+000	(-6.61434965388759e-003dB,3.37665408509021e-002°)
4.39506775729459e+000	(-6.61138451496211e-003dB,5.06497980035982e-002°)
5.86009034305945e+000	(-6.60723332221425e-003dB,6.75330391412427e-002°)
7.32511292882431e+000	(-6.60189607942521e-003dB,8.44162590230405e-002°)
8.79013551458918e+000	(-6.59537279031680e-003dB,1.01299452289038e-001°)
1.02551581003540e+001	(-6.58766345868554e-003dB,1.18182613622661e-001°)
1.17201806861189e+001	(-6.57876809155459e-003dB,1.35065737693841e-001°)
1.31852032718838e+001	(-6.56868669440339e-003dB,1.51948819196941e-001°)
1.46502258576486e+001	(-6.55741927431767e-003dB,1.68831852807426e-001°)
1.61152484434135e+001	(-6.54496583837968e-003dB,1.85714833192701e-001°)
1.75802710291784e+001	(-6.53132639783433e-003dB,2.02597755044636e-001°)
1.90452936149432e+001	(-6.51650095897712e-003dB,2.19480613028089e-001°)
2.05103162007081e+001	(-6.50048953552808e-003dB,2.36363401828339e-001°)
2.19753387864730e+001	(-6.48329213711476e-003dB,2.53246116126692e-001°)
2.34403613722378e+001	(-6.46490877501238e-003dB,2.70128750601861e-001°)
2.49053839580027e+001	(-6.44533946212934e-003dB,2.87011299927252e-001°)
2.63704065437675e+001	(-6.42458421391622e-003dB,3.03893758788598e-001°)
2.78354291295324e+001	(-6.40264304412057e-003dB,3.20776121862272e-001°)
2.93004517152973e+001	(-6.37951596817320e-003dB,3.37658383824792e-001°)
3.07654743010621e+001	(-6.35520300236307e-003dB,3.54540539358240e-001°)
3.22304968868270e+001	(-6.32970416460442e-003dB,3.71422583142149e-001°)
3.36955194725919e+001	(-6.30301946953925e-003dB,3.88304509856204e-001°)
3.51605420583567e+001	(-6.27514894088291e-003dB,4.05186314181640e-001°)
3.66255646441216e+001	(-6.24609259574907e-003dB,4.22067990797140e-001°)
3.80905872298865e+001	(-6.21585045377892e-003dB,4.38949534381577e-001°)
3.95556098156513e+001	(-6.18442253623106e-003dB,4.55830939618089e-001°)
4.10206324014162e+001	(-6.15180886603649e-003dB,4.72712201187985e-001°)
4.24856549871810e+001	(-6.11800946777342e-003dB,4.89593313770758e-001°)
4.39506775729459e+001	(-6.08302436274964e-003dB,5.06474272046779e-001°)
4.54157001587108e+001	(-6.04685357639436e-003dB,5.23355070700045e-001°)
4.68807227444756e+001	(-6.00949713497430e-003dB,5.40235704408693e-001°)
4.83457453302405e+001	(-5.97095506227115e-003dB,5.57116167856502e-001°)
4.98107679160054e+001	(-5.93122738788916e-003dB,5.73996455727527e-001°)
5.12757905017702e+001	(-5.89031414056095e-003dB,5.90876562700652e-001°)
5.27408130875351e+001	(-5.84821534331000e-003dB,6.07756483459735e-001°)
5.42058356733000e+001	(-5.80493103399025e-003dB,6.24636212689655e-001°)
5.56708582590648e+001	(-5.76046123643030e-003dB,6.41515745071431e-001°)
5.71358808448297e+001	(-5.71480598602832e-003dB,6.58395075289814e-001°)
5.86009034305945e+001	(-5.66796531158165e-003dB,6.75274198026422e-001°)
6.00659260163594e+001	(-5.61993924767885e-003dB,6.92153107966595e-001°)
6.15309486021243e+001	(-5.57072783058203e-003dB,7.09031799796665e-001°)
6.29959711878891e+001	(-5.52033108910717e-003dB,7.25910268199171e-001°)
6.44609937736540e+001	(-5.46874906362288e-003dB,7.42788507859074e-001°)
6.59260163594189e+001	(-5.41598178960186e-003dB,7.59666513462994e-001°)
6.73910389451837e+001	(-5.36202930245720e-003dB,7.76544279696529e-001°)
6.88560615309486e+001	(-5.30689164098612e-003dB,7.93421801244968e-001°)
7.03210841167135e+001	(-5.25056884391450e-003dB,8.10299072793952e-001°)
7.17861067024783e+001	(-5.19306095085790e-003dB,8.27176089032880e-001°)
7.32511292882432e+001	(-5.13436800225391e-003dB,8.44052844646774e-001°)
7.47161518740081e+001	(-5.07449003933704e-003dB,8.60929334322740e-001°)
7.61811744597730e+001	(-5.01342710422162e-003dB,8.77805552751656e-001°)
7.76461970455378e+001	(-4.95117924062923e-003dB,8.94681494619723e-001°)
7.91112196313027e+001	(-4.88774649069778e-003dB,9.11557154614884e-001°)
8.05762422170676e+001	(-4.82312889980877e-003dB,9.28432527428223e-001°)
8.20412648028324e+001	(-4.75732651339532e-003dB,9.45307607748868e-001°)
8.35062873885973e+001	(-4.69033937771407e-003dB,9.62182390266033e-001°)
8.49713099743622e+001	(-4.62216753900373e-003dB,9.79056869670382e-001°)
8.64363325601271e+001	(-4.55281104682528e-003dB,9.95931040653042e-001°)
8.79013551458919e+001	(-4.48226994910068e-003dB,1.01280489790557e+000°)
8.93663777316568e+001	(-4.41054429539614e-003dB,1.02967843611965e+000°)
9.08314003174217e+001	(-4.33763413777011e-003dB,1.04655164998643e+000°)
9.22964229031865e+001	(-4.26353952333157e-003dB,1.06342453420019e+000°)
9.37614454889514e+001	(-4.18826050826735e-003dB,1.08029708345375e+000°)
9.52264680747163e+001	(-4.11179714218227e-003dB,1.09716929244135e+000°)
9.66914906604812e+001	(-4.03414948125598e-003dB,1.11404115585507e+000°)
9.81565132462460e+001	(-3.95531757922309e-003dB,1.13091266839120e+000°)
9.96215358320109e+001	(-3.87530149148301e-003dB,1.14778382474588e+000°)
1.01086558417776e+002	(-3.79410127422872e-003dB,1.16465461961306e+000°)
1.02551581003541e+002	(-3.71171698369029e-003dB,1.18152504768956e+000°)
1.04016603589306e+002	(-3.62814868103470e-003dB,1.19839510367246e+000°)
1.05481626175070e+002	(-3.54339642084773e-003dB,1.21526478225862e+000°)
1.06946648760835e+002	(-3.45746026429580e-003dB,1.23213407814757e+000°)
1.08411671346600e+002	(-3.37034027092175e-003dB,1.24900298603493e+000°)
1.09876693932365e+002	(-3.28203650355998e-003dB,1.26587150062237e+000°)
1.11341716518130e+002	(-3.19254902259926e-003dB,1.28273961660801e+000°)
1.12806739103895e+002	(-3.10187789250302e-003dB,1.29960732869263e+000°)
1.14271761689660e+002	(-3.01002317695292e-003dB,1.31647463157623e+000°)
1.15736784275424e+002	(-2.91698494046760e-003dB,1.33334151996178e+000°)
1.17201806861189e+002	(-2.82276324670858e-003dB,1.35020798854945e+000°)
1.18666829446954e+002	(-2.72735816020026e-003dB,1.36707403204238e+000°)
1.20131852032719e+002	(-2.63076975204028e-003dB,1.38393964514443e+000°)
1.21596874618484e+002	(-2.53299808840294e-003dB,1.40080482255897e+000°)
1.23061897204249e+002	(-2.43404323793013e-003dB,1.41766955899108e+000°)
1.24526919790014e+002	(-2.33390527089581e-003dB,1.43453384914442e+000°)
1.25991942375779e+002	(-2.23258425595328e-003dB,1.45139768772567e+000°)
1.27456964961543e+002	(-2.13008026424331e-003dB,1.46826106944186e+000°)
1.28921987547308e+002	(-2.02639337016266e-003dB,1.48512398899934e+000°)
1.30387010133073e+002	(-1.92152364402751e-003dB,1.50198644110609e+000°)
1.31852032718838e+002	(-1.81547115943397e-003dB,1.51884842047016e+000°)
1.33317055304603e+002	(-1.70823599246016e-003dB,1.53570992180129e+000°)
1.34782077890368e+002	(-1.59981821833843e-003dB,1.55257093980855e+000°)
1.36247100476133e+002	(-1.49021791071461e-003dB,1.56943146920307e+000°)
1.37712123061898e+002	(-1.37943514894242e-003dB,1.58629150469637e+000°)
1.39177145647662e+002	(-1.26747001073568e-003dB,1.60315104100037e+000°)
1.40642168233427e+002	(-1.15432257301614e-003dB,1.62001007282697e+000°)
1.42107190819192e+002	(-1.03999291600459e-003dB,1.63686859488991e+000°)
1.43572213404957e+002	(-9.24481119068712e-004dB,1.65372660190395e+000°)
1.45037235990722e+002	(-8.07787265699455e-004dB,1.67058408858330e+000°)
1.46502258576487e+002	(-6.89911436929571e-004dB,1.68744104964426e+000°)
1.47967281162252e+002	(-5.70853709667244e-004dB,1.70429747980277e+000°)
1.49432303748016e+002	(-4.50614176504614e-004dB,1.72115337377718e+000°)
1.50897326333781e+002	(-3.29192916789542e-004dB,1.73800872628414e+000°)
1.52362348919546e+002	(-2.06590017321410e-004dB,1.75486353204276e+000°)
1.53827371505311e+002	(-8.28055632539327e-005dB,1.77171778577273e+000°)
1.55292394091076e+002	(4.21603602606400e-005dB,1.78857148219454e+000°)
1.56757416676841e+002	(1.68307663120845e-004dB,1.80542461602989e+000°)
1.58222439262606e+002	(2.95636258550094e-004dB,1.82227718200037e+000°)
1.59687461848371e+002	(4.24146054827818e-004dB,1.83912917482868e+000°)
