Freq.	V(out)*15.4882
1.46502258576486e+000	(-6.61821944257438e-003dB,-3.05384370881474e-002°)
2.93004517152972e+000	(-6.62271277055565e-003dB,-6.10768506602349e-002°)
4.39506775729459e+000	(-6.63020157867425e-003dB,-9.16152171684414e-002°)
5.86009034305945e+000	(-6.64068571978811e-003dB,-1.22153513180762e-001°)
7.32511292882431e+000	(-6.65416550043516e-003dB,-1.52691715096715e-001°)
8.79013551458918e+000	(-6.67064069515206e-003dB,-1.83229799441871e-001°)
1.02551581003540e+001	(-6.69011126930321e-003dB,-2.13767742696868e-001°)
1.17201806861189e+001	(-6.71257728714666e-003dB,-2.44305521353520e-001°)
1.31852032718838e+001	(-6.73803847800679e-003dB,-2.74843111888863e-001°)
1.46502258576486e+001	(-6.76649498555827e-003dB,-3.05380490788037e-001°)
1.61152484434135e+001	(-6.79794653969820e-003dB,-3.35917634560881e-001°)
1.75802710291784e+001	(-6.83239344237982e-003dB,-3.66454519664266e-001°)
1.90452936149432e+001	(-6.86983546348117e-003dB,-3.96991122607501e-001°)
2.05103162007081e+001	(-6.91027224833888e-003dB,-4.27527419894212e-001°)
2.19753387864730e+001	(-6.95370389599331e-003dB,-4.58063388004856e-001°)
2.34403613722378e+001	(-7.00013049920534e-003dB,-4.88599003424089e-001°)
2.49053839580027e+001	(-7.04955181585657e-003dB,-5.19134242660509e-001°)
2.63704065437675e+001	(-7.10196755811533e-003dB,-5.49669082217968e-001°)
2.78354291295324e+001	(-7.15737814158548e-003dB,-5.80203498562582e-001°)
2.93004517152973e+001	(-7.21578271386013e-003dB,-6.10737468247617e-001°)
3.07654743010621e+001	(-7.27718182254190e-003dB,-6.41270967726594e-001°)
3.22304968868270e+001	(-7.34157485235476e-003dB,-6.71803973541796e-001°)
3.36955194725919e+001	(-7.40896202290894e-003dB,-7.02336462173672e-001°)
3.51605420583567e+001	(-7.47934302178282e-003dB,-7.32868410138778e-001°)
3.66255646441216e+001	(-7.55271759603128e-003dB,-7.63399793964735e-001°)
3.80905872298865e+001	(-7.62908568353484e-003dB,-7.93930590153458e-001°)
3.95556098156513e+001	(-7.70844742615707e-003dB,-8.24460775194150e-001°)
4.10206324014162e+001	(-7.79080218413182e-003dB,-8.54990325650636e-001°)
4.24856549871810e+001	(-7.87615004733891e-003dB,-8.85519218018970e-001°)
4.39506775729459e+001	(-7.96449065257471e-003dB,-9.16047428839342e-001°)
4.54157001587108e+001	(-8.05582407715444e-003dB,-9.46574934612734e-001°)
4.68807227444756e+001	(-8.15014991904082e-003dB,-9.77101711891235e-001°)
4.83457453302405e+001	(-8.24746794078635e-003dB,-1.00762773721445e+000°)
4.98107679160054e+001	(-8.34777833223143e-003dB,-1.03815298706911e+000°)
