Freq.	V(out)*15.4882
2.93004517152973e+000	(-6.61434965388373e-003dB,3.37665408509022e-002°)
5.86009034305946e+000	(-6.60723332221521e-003dB,6.75330391466605e-002°)
8.79013551458918e+000	(-6.59537279031680e-003dB,1.01299452289038e-001°)
1.17201806861189e+001	(-6.57876809155459e-003dB,1.35065737693841e-001°)
1.46502258576486e+001	(-6.55741927431767e-003dB,1.68831852807426e-001°)
1.75802710291784e+001	(-6.53132639783433e-003dB,2.02597755044636e-001°)
2.05103162007081e+001	(-6.50048953553290e-003dB,2.36363401831048e-001°)
2.34403613722378e+001	(-6.46490877501238e-003dB,2.70128750601861e-001°)
2.63704065437675e+001	(-6.42458421391622e-003dB,3.03893758788598e-001°)
2.93004517152973e+001	(-6.37951596817320e-003dB,3.37658383824792e-001°)
3.22304968868270e+001	(-6.32970416460442e-003dB,3.71422583142150e-001°)
3.51605420583567e+001	(-6.27514894088291e-003dB,4.05186314181640e-001°)
3.80905872298865e+001	(-6.21585045377892e-003dB,4.38949534381578e-001°)
4.10206324014162e+001	(-6.15180886603166e-003dB,4.72712201186630e-001°)
4.39506775729459e+001	(-6.08302436274964e-003dB,5.06474272046779e-001°)
4.68807227444756e+001	(-6.00949713496562e-003dB,5.40235704407338e-001°)
4.98107679160054e+001	(-5.93122738788916e-003dB,5.73996455727527e-001°)
5.27408130875351e+001	(-5.84821534331000e-003dB,6.07756483459735e-001°)
5.56708582590648e+001	(-5.76046123643030e-003dB,6.41515745071431e-001°)
5.86009034305945e+001	(-5.66796531158165e-003dB,6.75274198026422e-001°)
6.15309486021243e+001	(-5.57072783058203e-003dB,7.09031799796666e-001°)
6.44609937736540e+001	(-5.46874906362288e-003dB,7.42788507859075e-001°)
6.73910389451837e+001	(-5.36202930245720e-003dB,7.76544279696529e-001°)
7.03210841167135e+001	(-5.25056884391450e-003dB,8.10299072793952e-001°)
7.32511292882432e+001	(-5.13436800225391e-003dB,8.44052844646774e-001°)
7.61811744597729e+001	(-5.01342710422162e-003dB,8.77805552751656e-001°)
7.91112196313026e+001	(-4.88774649069778e-003dB,9.11557154614883e-001°)
8.20412648028324e+001	(-4.75732651339532e-003dB,9.45307607748867e-001°)
8.49713099743621e+001	(-4.62216753900373e-003dB,9.79056869670382e-001°)
8.79013551458918e+001	(-4.48226994909875e-003dB,1.01280489790625e+000°)
9.08314003174216e+001	(-4.33763413777011e-003dB,1.04655164998643e+000°)
9.37614454889513e+001	(-4.18826050827025e-003dB,1.08029708345443e+000°)
9.66914906604810e+001	(-4.03414948125598e-003dB,1.11404115585506e+000°)
9.96215358320107e+001	(-3.87530149148301e-003dB,1.14778382474588e+000°)
1.02551581003540e+002	(-3.71171698369029e-003dB,1.18152504768955e+000°)
1.05481626175070e+002	(-3.54339642084773e-003dB,1.21526478225862e+000°)
1.08411671346600e+002	(-3.37034027092175e-003dB,1.24900298603493e+000°)
1.11341716518130e+002	(-3.19254902259926e-003dB,1.28273961660801e+000°)
1.14271761689659e+002	(-3.01002317695292e-003dB,1.31647463157622e+000°)
1.17201806861189e+002	(-2.82276324670858e-003dB,1.35020798854944e+000°)
1.20131852032719e+002	(-2.63076975204028e-003dB,1.38393964514443e+000°)
1.23061897204249e+002	(-2.43404323793013e-003dB,1.41766955899107e+000°)
1.25991942375778e+002	(-2.23258425595328e-003dB,1.45139768772567e+000°)
1.28921987547308e+002	(-2.02639337016266e-003dB,1.48512398899933e+000°)
1.31852032718838e+002	(-1.81547115943397e-003dB,1.51884842047015e+000°)
1.34782077890368e+002	(-1.59981821833843e-003dB,1.55257093980855e+000°)
1.37712123061897e+002	(-1.37943514894724e-003dB,1.58629150469671e+000°)
1.40642168233427e+002	(-1.15432257301614e-003dB,1.62001007282697e+000°)
1.43572213404957e+002	(-9.24481119068712e-004dB,1.65372660190394e+000°)
1.46502258576486e+002	(-6.89911436929571e-004dB,1.68744104964425e+000°)
1.49432303748016e+002	(-4.50614176500757e-004dB,1.72115337377683e+000°)
1.52362348919546e+002	(-2.06590017321410e-004dB,1.75486353204276e+000°)
1.55292394091076e+002	(4.21603602606400e-005dB,1.78857148219454e+000°)
1.58222439262605e+002	(2.95636258550094e-004dB,1.82227718200037e+000°)
1.61152484434135e+002	(5.53836964310617e-004dB,1.85598058923873e+000°)
1.64082529605665e+002	(8.16761756030564e-004dB,1.88968166170309e+000°)
1.67012574777195e+002	(1.08440989576402e-003dB,1.92338035720027e+000°)
1.69942619948724e+002	(1.35678063326088e-003dB,1.95707663354992e+000°)
1.72872665120254e+002	(1.63387320512514e-003dB,1.99077044858735e+000°)
1.75802710291784e+002	(1.91568683320210e-003dB,2.02446176016154e+000°)
1.78732755463314e+002	(2.20222073197246e-003dB,2.05815052613532e+000°)
1.81662800634843e+002	(2.49347409458941e-003dB,2.09183670438735e+000°)
1.84592845806373e+002	(2.78944610849074e-003dB,2.12552025281071e+000°)
1.87522890977903e+002	(3.09013594143289e-003dB,2.15920112931465e+000°)
1.90452936149433e+002	(3.39554275471909e-003dB,2.19287929182299e+000°)
1.93382981320962e+002	(3.70566568993247e-003dB,2.22655469827565e+000°)
1.96313026492492e+002	(4.02050388138659e-003dB,2.26022730662886e+000°)
1.99243071664022e+002	(4.34005644785637e-003dB,2.29389707485499e+000°)
2.02173116835552e+002	(4.66432249341905e-003dB,2.32756396094233e+000°)
2.05103162007081e+002	(4.99330111075058e-003dB,2.36122792289675e+000°)
2.08033207178611e+002	(5.32699138112747e-003dB,2.39488891874162e+000°)
2.10963252350141e+002	(5.66539237121563e-003dB,2.42854690651556e+000°)
2.13893297521671e+002	(6.00850313211890e-003dB,2.46220184427644e+000°)
2.16823342693200e+002	(6.35632270692704e-003dB,2.49585369009891e+000°)
2.19753387864730e+002	(6.70885011995204e-003dB,2.52950240207627e+000°)
2.22683433036260e+002	(7.06608439077635e-003dB,2.56314793831964e+000°)
2.25613478207789e+002	(7.42802451938308e-003dB,2.59679025695825e+000°)
2.28543523379319e+002	(7.79466949363071e-003dB,2.63042931614071e+000°)
2.31473568550849e+002	(8.16601828843292e-003dB,2.66406507403419e+000°)
2.34403613722379e+002	(8.54206986739722e-003dB,2.69769748882453e+000°)
2.37333658893908e+002	(8.92282317953290e-003dB,2.73132651871783e+000°)
2.40263704065438e+002	(9.30827716423462e-003dB,2.76495212193945e+000°)
2.43193749236968e+002	(9.69843074305862e-003dB,2.79857425673407e+000°)
2.46123794408498e+002	(1.00932828279065e-002dB,2.83219288136759e+000°)
2.49053839580027e+002	(1.04928323170112e-002dB,2.86580795412496e+000°)
2.51983884751557e+002	(1.08970780940510e-002dB,2.89941943331294e+000°)
2.54913929923087e+002	(1.13060190339312e-002dB,2.93302727725835e+000°)
2.57843975094617e+002	(1.17196539971187e-002dB,2.96663144430894e+000°)
2.60774020266146e+002	(1.21379818278739e-002dB,3.00023189283387e+000°)
2.63704065437676e+002	(1.25610013609243e-002dB,3.03382858122443e+000°)
2.66634110609206e+002	(1.29887114173618e-002dB,3.06742146789303e+000°)
2.69564155780736e+002	(1.34211108046720e-002dB,3.10101051127393e+000°)
2.72494200952265e+002	(1.38581983199342e-002dB,3.13459566982428e+000°)
